name,DA,DB,DC,DD,DE,SDA,SDB,SDC,SDD,UI,WW,DA,DC,DD,SDA,SDB,SDC,SDD,UI,WW,lineage
Nitrosococcus,0.009864,0.008475,0.02594,0.03903,0.002404,0.008811,0.013,0.01039,0.005344,0.007572,0.00681,0.01165,0.01168,0.01208,0.01319,0.01241,0.0142,0.009775,0.01161,0.0113,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae
Thioalkalivibrio,0.0984,0.05852,0.1521,0.02487,0.03406,0.07252,0.2525,0.2887,0.04485,0.0833,0.04643,0.05203,0.05036,0.07113,0.06932,0.07586,0.07573,0.04965,0.04179,0.1426,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae
Acidihalobacter,0.00385,0.002018,0.007847,0.001148,0.0008013,0.003558,0.006292,0.01014,0.002556,0.005507,0.003714,0.001941,0.003284,0.00302,0.003391,0.003384,0.002104,0.003128,0.0009949,0.004555,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae
Halorhodospira,0.002647,0.001211,0.001441,0.0003826,0.0004007,0.001017,0.001888,0.002281,0.0006971,0.002065,0.0006191,0.002718,0.00146,0.000671,NA,0.00282,0.004207,0.001955,0.001658,0.0008435,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae
Spiribacter,0.001203,0.001614,0.002402,0.003061,0.0008013,0.001694,0.004404,0.005322,NA,0.001377,0.001238,0.002718,0.00219,0.001342,0.0007535,0.001692,0.0005259,NA,NA,0.002362,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae
Halothiobacillus,0.002406,0.02179,0.003043,0.004974,0.0004007,0.003219,0.002936,0.001774,0.004183,0.003442,0.0006191,0.007377,0.006934,0.002013,0.001884,0.003948,0.003156,0.002346,0.0006633,0.003543,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Halothiobacillaceae
Cellvibrio,0.032,0.02421,0.0205,0.008801,0.009215,0.1022,0.03041,0.0294,0.01139,0.09156,0.02012,0.0396,0.0135,0.02349,0.0211,0.03243,0.02314,0.02346,0.01061,0.0162,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae
Microbulbifer,0.008902,0.004439,0.009288,0.01148,0.01522,0.008642,0.01552,0.01419,0.00395,0.01101,0.001857,0.005436,0.004014,0.004026,0.004898,0.006486,0.007363,0.005083,0.00398,0.007086,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae
Halioglobus,0.001444,0.0008071,0.009608,0.03023,0.0008013,0.002881,0.01468,0.02357,0.0004647,0.008261,0.002167,0.001941,0.003284,0.000671,0.004521,0.002256,0.001052,0.005474,0.005306,0.008435,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae
Pasteurella,0.001444,0.001211,0.007046,0.01186,NA,0.001356,0.0004194,0.001774,0.00488,0.001377,0.007119,0.003495,0.00219,0.001342,0.0007535,0.001974,0.003156,0.002737,0.005306,0.00388,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae
Haemophilus,0.03513,0.05408,0.1001,0.1898,0.04487,0.0388,0.01783,0.01647,0.0474,0.05507,0.08481,0.03999,0.0697,0.02483,0.03504,0.03779,0.05101,0.06999,0.0839,0.06782,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae
Actinobacillus,0.008661,0.01655,0.03299,0.04553,0.003205,0.01542,0.006082,0.006589,0.006971,0.01101,0.05293,0.008542,0.01934,0.01074,0.006781,0.01156,0.006837,0.01681,0.01924,0.01755,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae
Mannheimia,0.004571,0.007264,0.01553,0.02717,0.008814,0.003897,0.004614,0.003295,0.009759,0.01033,0.01269,0.008154,0.005839,0.004026,0.002637,0.00423,0.008415,0.01251,0.01393,0.007423,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae
Aggregatibacter,0.006255,0.004036,0.01681,0.02602,0.004407,0.007456,0.003356,0.003801,0.006506,0.006196,0.01083,0.007766,0.008028,0.003691,0.006028,0.004794,0.009993,0.01017,0.01559,0.009279,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae
Glaesserella,0.003368,0.007264,0.006726,0.0111,0.001202,0.001694,0.001888,0.001267,0.002788,0.002754,0.01238,0.001941,0.002919,0.004362,0.002637,0.001692,0.003681,0.008993,0.007628,0.007929,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae
Methylomonas,0.1958,0.1638,1.745,0.8517,0.1518,0.1156,0.2091,0.1789,0.1606,0.1921,0.1266,0.0893,0.0832,0.109,0.09946,0.117,0.1173,0.1779,0.1831,0.183,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae
Methylomicrobium,0.004571,0.004843,0.05877,0.1668,0.001603,0.0003389,0.004194,0.001521,0.003021,0.02478,0.002786,0.0003883,0.0003649,0.002349,0.001884,0.00141,0.002104,0.01486,0.02222,0.003037,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae
Candidatus Thioglobus,0.0002406,NA,0.0004804,0.0003826,NA,NA,NA,NA,0.0002324,NA,0.0009286,NA,0.0003649,0.0003355,0.0003767,NA,NA,NA,0.001327,0.0001687,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria
Methylophaga,0.001925,0.001614,0.007046,0.01186,0.0008013,0.003558,0.002726,0.002788,0.001162,0.002754,0.0009286,0.003883,0.002919,0.002349,0.001884,0.001692,0.00263,0.002346,0.002321,0.002193,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae
Thiomicrospira,0.005534,0.004439,0.008647,0.01798,0.008414,0.002881,0.002726,0.004055,0.0006971,0.001377,0.002476,0.004659,0.002554,0.004026,0.003767,0.006204,0.005259,0.009384,0.008291,0.004555,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae
Cycloclasticus,0.03994,0.05206,0.2692,0.6535,0.02324,0.04168,0.02538,0.02636,0.04671,0.1129,0.07243,0.03844,0.07809,0.02483,0.03052,0.03638,0.04839,0.1118,0.131,0.06326,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae
Francisella,0.0385,0.07829,0.07254,0.2273,0.03766,0.03914,0.02412,0.02762,0.0632,0.0833,0.09286,0.04582,0.07116,0.03858,0.04558,0.05866,0.09677,0.09814,0.1078,0.08418,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae
Legionella,0.05221,0.04237,0.04083,0.04898,0.05489,0.09997,0.02622,0.03497,0.0388,0.02203,0.04364,0.1017,0.1128,0.08086,0.1164,0.1176,0.1446,0.07937,0.06301,0.04622,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae
Coxiella,0.002406,0.003229,0.004003,0.0003826,0.002003,0.004067,0.002517,0.002281,0.002091,NA,0.001238,0.00893,0.008393,0.00302,0.006404,0.006768,0.007363,0.004692,0.001327,0.002193,cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae
Myxococcus,0.2591,0.06941,0.4666,0.06275,0.08814,0.172,0.4318,0.4027,0.1034,0.1239,0.07831,0.2159,0.1566,0.2268,0.2294,0.262,0.2703,0.1564,0.08954,0.3099,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae
Anaeromyxobacter,0.6513,0.1929,1.369,0.2843,0.2111,0.3579,2.187,1.301,0.2238,0.1866,0.1888,0.4205,0.3007,0.4566,0.4736,0.4975,0.5117,0.3621,0.1953,0.9441,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae
Geobacter,0.6032,0.1513,2.143,0.3061,0.1847,0.1757,0.858,0.5791,0.1496,0.1053,0.1136,0.1685,0.1263,0.2006,0.1752,0.2143,0.1983,0.2057,0.1048,0.4304,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae
Pelobacter,0.009143,0.003229,0.03187,0.002296,0.006811,0.003558,0.01405,0.0114,0.003253,0.002754,0.0006191,0.00233,0.003649,0.001342,0.003767,0.005358,0.007363,0.004301,0.0009949,0.007592,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae
Desulfuromonas,0.01203,0.003229,0.0213,0.001531,0.001202,0.005083,0.02055,0.02509,0.00395,0.002754,0.0065,0.005824,0.00219,0.004362,0.007158,0.007332,0.008941,0.005865,0.002321,0.01653,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae
Desulfovibrio,0.1261,0.06982,0.1802,0.06964,0.05769,0.07913,0.1894,0.1761,0.07389,0.05576,0.04426,0.06523,0.04854,0.05704,0.07007,0.09419,0.07836,0.05317,0.06334,0.1301,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae
Pseudodesulfovibrio,0.00818,0.003229,0.01425,0.001148,0.003205,0.005592,0.01195,0.0114,0.00395,NA,0.002167,0.003883,0.005839,0.007717,0.006028,0.006768,0.003681,0.002737,0.002985,0.008435,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae
Desulfomicrobium,0.004812,0.001211,0.008487,0.0003826,0.0004007,0.003219,0.003985,0.005322,0.0004647,NA,0.003405,0.00233,0.001095,0.003355,0.003391,0.003384,0.003156,0.002737,0.0003316,0.003374,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae
Desulfococcus,0.003128,0.0004036,0.001601,NA,NA,0.0008472,0.003985,0.003801,0.0009295,0.0006884,0.001238,0.0003883,NA,0.001007,0.001507,0.001692,0.003156,0.000391,0.0003316,0.002868,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae
Helicobacter,0.01925,0.02099,0.0221,0.02985,0.01002,0.01559,0.01615,0.01242,0.04647,0.02134,0.01548,0.02679,0.02409,0.01443,0.02223,0.02848,0.03524,0.02815,0.03781,0.0275,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae
Sulfurimonas,0.002887,0.006861,0.008167,0.001913,0.0008013,0.02118,0.006082,0.001267,0.01069,0.002065,0.002786,0.001941,0.003284,0.003355,0.004898,0.01015,0.005785,0.005474,0.002985,0.002362,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae
Campylobacter,0.05101,0.1404,0.08343,0.1125,0.03526,0.05812,0.02538,0.03143,0.05554,0.06196,0.05726,0.05009,0.07992,0.0359,0.04747,0.09222,0.09361,0.09345,0.09253,0.06175,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae
Arcobacter,0.3219,6.649,0.1212,0.1959,0.04728,0.08557,0.1231,0.4225,0.08017,0.05232,0.078,0.05203,0.1806,0.2801,0.04747,2.574,0.08099,0.1599,0.07429,0.05668,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group
Sulfurospirillum,0.1143,0.2353,0.1486,0.1136,0.03045,0.08676,0.07319,0.03979,0.09852,0.06677,0.06872,0.04193,0.04416,0.02919,0.04106,0.2781,0.05207,0.06334,0.07296,0.0523,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae
Sulfurovum,0.005293,0.003632,0.009448,0.0111,0.008013,0.002881,0.005872,0.004815,0.006739,0.004819,0.003095,0.001941,0.005109,0.002684,0.003014,0.00564,0.01473,0.004301,0.01559,0.004892,cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria
Halobacteriovorax,0.003128,0.002018,0.0008007,0.001148,0.0004007,0.0005083,0.0008389,0.001774,0.0009295,NA,0.001238,0.003883,0.004379,0.002349,0.00226,0.004794,0.007363,0.001955,0.0009949,0.00135,cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae
Bdellovibrio,0.008661,0.002825,0.01185,0.001148,0.001202,0.004914,0.007131,0.008617,0.004647,0.01033,0.002476,0.01941,0.02226,0.01208,0.01507,0.02284,0.01788,0.007038,0.004643,0.006073,cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae
Acidithiobacillus,0.0142,0.004843,0.01745,0.01645,0.004808,0.008642,0.01573,0.01064,0.01046,0.01033,0.0065,0.008154,0.007663,0.00671,0.008288,0.007896,0.0121,0.008993,0.004975,0.01248,cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae
Mariprofundus,0.002887,0.001614,0.002242,0.003826,0.003606,0.001186,0.003146,0.003295,0.001162,0.007572,0.0006191,0.003883,0.002919,0.001007,0.002637,0.005922,0.007363,0.003128,0.0006633,0.00388,cellular&nbsp;organisms>Bacteria>Proteobacteria>Zetaproteobacteria>Mariprofundales>Mariprofundaceae
Mycobacterium,0.8252,0.561,0.6005,0.7442,0.3938,1.032,1.084,1.101,0.4912,7.273,1.194,1.353,1.426,2.078,1.554,1.213,1.943,10.71,4.541,1.425,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae
Mycolicibacterium,0.2757,0.1671,0.1581,0.1511,0.09696,0.3791,0.3408,0.3193,0.1006,2.094,0.2931,0.5618,0.5233,0.8277,0.6035,0.4242,0.6685,2.877,1.233,0.3806,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae
Mycolicibacter,0.01179,0.009686,0.008327,0.01148,0.009215,0.01593,0.0195,0.0223,0.005344,0.1597,0.02012,0.02252,0.02919,0.02785,0.02373,0.01664,0.02524,0.235,0.09651,0.02463,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae
Mycobacteroides,0.03031,0.02139,0.02562,0.02793,0.01643,0.03304,0.04488,0.0441,0.02022,0.2313,0.03591,0.04621,0.04525,0.05838,0.04596,0.03441,0.06784,0.3093,0.1376,0.05264,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae
Rhodococcus,4.48,5.974,1.437,3.425,2.468,16.32,2.256,1.636,2.267,6.437,14.99,8.233,8.68,2.218,10.55,1.344,1.347,1.554,0.8752,0.911,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae
Nocardia,0.08493,0.04802,0.09944,0.06811,0.03646,0.09387,0.1269,0.1176,0.0567,0.2265,0.06067,0.1184,0.1135,0.1282,0.11,0.09814,0.122,0.2233,0.1167,0.1048,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae
Corynebacterium,0.237,0.2357,0.2444,0.8177,0.234,0.1935,0.3532,0.3452,0.5289,0.3256,0.6339,0.3273,0.3883,0.307,0.3854,0.3144,0.4249,0.4993,0.3568,0.4784,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae
Gordonia,0.08469,0.27,0.09112,0.09719,0.03205,0.1652,0.1397,0.1516,0.05879,0.1384,0.1947,0.09396,0.08758,0.1111,0.1066,0.07699,0.111,0.1947,0.0922,0.1103,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Gordoniaceae
Dietzia,0.06448,0.04237,0.05333,0.05166,0.02324,0.0527,0.1198,0.1026,0.03788,0.06815,0.06407,0.106,0.08941,0.08958,0.06367,0.0564,0.08467,0.0868,0.06102,0.07575,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Dietziaceae
Tsukamurella,0.006977,0.002018,0.004964,0.01531,0.002404,0.007625,0.009438,0.009377,0.002556,0.008261,0.005572,0.008154,0.003649,0.01107,0.006028,0.00564,0.004733,0.01368,0.01061,0.009279,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Tsukamurellaceae
Candidatus Planktophila,0.006496,0.04399,0.003523,2.145,0.002805,0.004745,0.001678,0.002788,0.26,1.135,6.674,0.4496,1.541,0.4898,0.3963,0.284,1.249,2.147,1.849,2.782,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae
Candidatus Nanopelagicus,0.005774,0.007264,0.005285,0.1381,0.001603,0.004236,0.005033,0.0147,0.01557,0.6244,0.7754,0.0497,1.063,0.04731,0.081,0.05697,0.1956,0.1314,0.5018,0.4992,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae
Microbacterium,0.8491,0.3148,0.3156,0.7282,0.3177,0.5514,0.7678,0.5578,0.4331,0.4227,0.3773,1.142,0.9211,0.9005,1.145,0.8883,1.299,0.5431,0.3267,0.5151,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Rhodoluna,0.0004812,0.09565,0.006085,0.3199,NA,0.001356,0.003146,0.0002534,0.5226,0.02065,0.5695,0.03883,0.1175,0.03623,0.1187,0.06599,0.06784,0.1142,0.1061,0.1458,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster
Aurantimicrobium,0.008421,0.6284,0.005605,4.082,5.524,0.01118,0.005872,0.0114,2.26,0.05714,0.651,0.07144,0.4018,0.1406,0.7508,0.4535,0.1951,0.9685,0.2978,0.1771,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Leifsonia,0.2351,0.1182,0.1456,0.3746,0.2536,0.1737,0.2546,0.256,0.1754,0.159,0.1613,0.4756,0.37,0.366,0.4623,0.3593,0.5149,0.2385,0.1592,0.2154,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Agromyces,0.04379,0.01372,0.01794,0.04285,0.02484,0.02508,0.03544,0.02788,0.01975,0.01652,0.02012,0.06989,0.05182,0.05133,0.07459,0.04681,0.09887,0.03597,0.0126,0.02463,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Curtobacterium,0.06953,0.04237,0.03203,0.08954,0.08935,0.06337,0.0797,0.06488,0.07436,0.04475,0.04272,0.1864,0.115,0.1097,0.1741,0.1283,0.1499,0.06529,0.04809,0.05517,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Agrococcus,0.01492,0.003229,0.005124,0.02831,0.002805,0.005761,0.01049,0.009377,0.003718,0.006884,0.0065,0.01281,0.01095,0.01308,0.02072,0.01297,0.01999,0.01212,0.003316,0.01012,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Cryobacterium,0.1174,0.07749,0.07046,0.3742,0.1358,0.07693,0.121,0.1146,0.1457,0.09225,0.1086,0.3095,0.2908,0.2328,0.3187,0.2566,0.3266,0.1853,0.1104,0.126,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Frondihabitans,0.01107,0.007668,0.007046,0.02908,0.001603,0.01406,0.0107,0.009123,0.009759,0.008261,0.009286,0.03922,0.03211,0.02785,0.03692,0.0282,0.05154,0.01017,0.009949,0.01265,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Rathayibacter,0.001925,0.002825,0.001601,0.006887,0.001603,0.002711,0.001888,0.001521,0.01185,0.0006884,0.003405,0.006989,0.005109,0.008388,0.003767,0.005076,0.007363,0.003128,0.003316,0.002024,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae
Arthrobacter,0.1482,0.1005,0.1014,0.3402,0.1763,0.09472,0.1755,0.1374,0.2888,0.07641,0.2526,0.1483,0.1755,0.2013,0.2065,0.1768,0.1883,0.1736,0.1161,0.182,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae
Kocuria,0.1213,0.06336,0.08583,0.1002,0.113,0.08218,0.1753,0.1584,0.05949,0.08123,0.04674,0.1013,0.07919,0.1023,0.1119,0.1029,0.1257,0.05904,0.04941,0.11,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae
Pseudarthrobacter,0.0575,0.02139,0.02482,0.05204,0.03566,0.02694,0.056,0.03548,0.02161,0.01583,0.03405,0.04271,0.05583,0.05066,0.06555,0.05274,0.03997,0.03402,0.02321,0.0383,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae
Glutamicibacter,0.01083,0.01493,0.007687,0.05472,0.04007,0.01034,0.01174,0.008617,0.1018,0.007572,0.05417,0.01475,0.0208,0.02818,0.01771,0.02172,0.01315,0.02385,0.0199,0.02564,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae
Rothia,0.0004812,0.002825,0.001281,0.001913,0.002003,0.0003389,0.0004194,0.001014,0.004183,NA,0.004643,0.0003883,0.00219,0.0003355,0.003014,0.00423,0.002104,0.001173,NA,0.001687,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae
Isoptericola,0.006977,0.0008071,0.003843,0.01186,0.001603,0.003728,0.01112,0.007856,0.003021,0.006196,0.001548,0.006213,0.003649,0.005704,0.003391,0.00282,0.007889,0.000782,0.002653,0.004049,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae
Cellulosimicrobium,0.05101,0.01735,0.03091,0.02449,0.01282,0.02847,0.05935,0.06437,0.02068,0.01928,0.009905,0.04426,0.04051,0.051,0.04634,0.04512,0.05364,0.02502,0.02156,0.03981,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae
Cellulomonas,0.07386,0.02542,0.03459,0.03941,0.02083,0.03643,0.09123,0.09073,0.01975,0.0296,0.01888,0.05902,0.05036,0.05033,0.05915,0.04315,0.05627,0.03245,0.02122,0.05652,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae
Brachybacterium,0.08613,0.04076,0.06598,0.07806,0.0589,0.06202,0.1311,0.146,0.06088,0.06333,0.04705,0.08232,0.0905,0.09361,0.08477,0.07868,0.09256,0.06764,0.05273,0.09177,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae
Brevibacterium,0.03705,0.02583,0.0269,0.05969,0.08574,0.0266,0.05642,0.04866,0.05507,0.03304,0.04922,0.04077,0.04051,0.04328,0.05312,0.04879,0.04681,0.04379,0.02918,0.04336,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Brevibacteriaceae
Streptomyces,5.358,2.081,4.28,3.381,2.407,3.908,7.543,7.93,2.803,3.561,1.792,6.159,5.352,6.326,6.212,5.79,7.606,4.522,2.967,5.215,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae
Kitasatospora,0.01636,0.007264,0.01473,0.02678,0.004808,0.009489,0.03838,0.04967,0.00883,0.01239,0.0065,0.01475,0.02044,0.01711,0.01356,0.01523,0.02472,0.01212,0.008954,0.02379,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae
Nocardioides,0.2829,0.08717,0.07382,0.06811,0.03846,0.1566,0.2768,0.1837,0.03973,0.06333,0.03095,0.351,0.3503,0.3137,0.353,0.258,0.2808,0.1157,0.09054,0.1277,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae
Aeromicrobium,0.07001,0.03834,0.03539,0.06849,0.01322,0.05693,0.08599,0.09453,0.023,0.03098,0.02538,0.1076,0.1069,0.0983,0.1326,0.08573,0.1094,0.04731,0.03781,0.0609,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae
Friedmanniella,0.01395,0.007264,0.007046,0.008801,0.001202,0.006608,0.01846,0.01546,0.03393,0.001377,0.009905,0.0132,0.009488,0.01443,0.01507,0.01297,0.01841,0.005865,0.007296,0.01367,cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae
